,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
133,Marathon,2:11:40,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,João N'Tyamba,7900.0
134,110 m hurdles,14.11,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Jonas Mateus,14.11
135,400 m hurdles,51.95,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Wilson André,51.95
136,3000 m steeplechase,08:56.8,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Aurélio Miti,536.8
137,High jump,2.1,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Orlando Bonifácio,2.1
138,Pole vault,4.05,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,José Francisco,4.05
139,Long jump,7.52,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Afonso Ferraz,7.52
140,Triple jump,16.43,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,António dos Santos,16.43
141,Shot put,14.58,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Hugo Pereira,14.58
142,Discus throw,49.72,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,António Réais,49.72
143,Hammer throw,52.44,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Jorge Cruz,52.44
144,Javelin throw,61.72,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24.0,Bernardo João,61.72
145,100 m,11.69,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Antónia Margarete de Jesus,11.69
146,200 m,24.61,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Adriana Alves,24.61
147,400 m,55.34,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Guilhermina Cruz,55.34
148,800 m,02:06.5,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Lilian Silva,126.5
149,1500 m,04:17.4,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Neide Dias,257.4
150,3000 m,09:27.3,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Neide Dias,567.3
151,5000 m,16:02.0,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Ernestina Paulino,962.0
152,10000 m,35:06.9,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Ernestina Paulino,2106.9
153,Half marathon,1:17:04,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Neide Dias,4624.0
154,100 m hurdles,14.38,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Delfina Joaquim,14.38
155,400 m hurdles,58.34,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Delfina Joaquim,58.34
156,3000 m steeplechase,10:56.8,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Lílian Silva,656.8
157,High jump,1.65,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Xenia Fortes,1.65
158,Pole vault,3.6,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Lidia Nicole Alberto,3.6
159,Long jump,5.84,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Ungudi Quiawacana,5.84
160,Triple jump,13.49,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Teresa N'Zola,13.49
161,Shot put,12.9,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Carla Carvalho,12.9
162,Discus throw,44.16,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Filomena Silva,44.16
163,Hammer throw,51.9,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Mafuta Maketa,51.9
164,Javelin throw,43.77,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24.0,Indira Manuel,43.77
165,100 m,10.12,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Zharnel Hughes,10.12
166,200 m,20.15,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Zharnel Hughes,20.15
167,400 m,47.29,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Kirthley Richardson,47.29
168,800 m,01:52.2,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Vernal Gumbs,112.2
169,1500 m,04:18.0,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Nigel Richardson,258.0
170,5000 m,16:45.8,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Michael Gumbs,1005.8
171,110 m hurdles,18.7,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Andre Samuel,18.7
172,400 m hurdles,55.95,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Kithley Richardson,55.95
173,High jump,2,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Theron Niles,2.0
174,Pole vault,3.21,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Andre Samuel,3.21
175,Long jump,6.96,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Denvil Ruan,6.96
176,Triple jump,14.93,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Denvil Ruan,14.93
177,Shot put,8.99,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Tashim Fleming,8.99
178,Discus throw,35.39,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Andre Samuel,35.39
179,Javelin throw,62.58,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Samek Connor,62.58
180,4 × 100 m relay,42.5,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Anguilla,42.5
181,4 × 400 m relay,03:24.3,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Male,AI,AIA,660.0,Anguilla,204.3
182,100 m,11.98,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Desiree Cocks,11.98
183,200 m,24.53,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Artesha Richardson,24.53
184,400 m,55.41,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Artesha Richardson,55.41
185,800 m,02:19.7,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Jonicia Richardson,139.7
186,1500 m,05:16.2,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Julie Lake,316.2
187,3000 m,11:38.2,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Jonicia Richardson,698.2
188,100 m hurdles,14.97,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Dee-Anne Rogers,14.97
189,High jump,1.77,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Shinelle Proctor,1.77
190,Long jump,6.71,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Shara Proctor,6.71
191,Triple jump,13.74,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Shara Proctor,13.74
192,Shot put,9.27,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Dee-Ann Rogers,9.27
193,Discus throw,28.55,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Shara Proctor,28.55
194,Javelin throw,28.1,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,Melissa Mussington,28.1
195,4 × 100 m relay,50.33,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,AnguillaAngelena GumbsNicole GumbsRechelle MeadeDonila Reid,50.33
196,4 × 400 m relay,03:53.0,Anguilla,Americas,https://en.wikipedia.org/wiki/List_of_Anguillian_records_in_athletics,AI,18.220554,-63.068615,Female,AI,AIA,660.0,AnguillaArtesha RichardsonJanique FlemingMyisha LetangT-kailah Richardson,233.0
197,100 m,9.91,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Daniel Bailey,9.91
198,200 m,19.88,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Miguel Francis,19.88
199,400 m,44.74,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Rai Benjamin,44.74
200,800 m,01:48.6,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Dale Jones,108.6
201,1500 m,03:49.4,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Dale Jones,229.4
202,3000 m,09:11.0,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,James Baird,551.0
203,5000 m,15:13.4,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Dale Jones,913.4
204,10000 m,33:32.6,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Tyrone Thibou,2012.6
205,Marathon,2:31:49,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Cordover Simon,9109.0
206,110 m hurdles,14.07,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Randy Gillon,14.07
207,400 m hurdles,47.02,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Rai Benjamin,47.02
208,3000 m steeplechase,09:54.5,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Tyrone Thibou,594.5
209,High jump,2.27,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,James Grayman,2.27
210,Pole vault,3.8,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Calvin Greenaway,3.8
211,Long jump,8.02,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Lester Benjamin,8.02
212,Triple jump,16.55,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,James Browne,16.55
213,Shot put,15.87,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Edward Byam,15.87
214,Discus throw,42.79,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Henry Greaux,42.79
215,Hammer throw,31.82,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Lethan Nelson,31.82
216,Javelin throw,65.7,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Oraine Brown,65.7
217,4 × 100 m relay,38.01,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Antigua and BarbudaChavaughn WalshDaniel BaileyJared JarvisMiguel Francis,38.01
218,4 × 400 m relay,03:09.5,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Male,AG,ATG,28.0,Antigua and BarbudaN'kosie BarnesMichael TerryMitchell BrowneHoward Lindsay,189.5
219,100 m,11.2,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Heather Samuel,11.2
220,200 m,23.2,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Heather Samuel,23.2
221,400 m,52.49,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Afia Charles,52.49
222,800 m,02:06.4,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Charmaine Thomas,126.4
223,1500 m,04:27.5,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Janil Williams,267.5
224,3000 m,09:49.9,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Janil Williams,589.9
225,5000 m,16:56.4,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Janil Williams,1016.4
226,100 m hurdles,15.77,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Elma Camacho,15.77
227,400 m hurdles,01:02.2,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Barbara Selkridge,62.2
228,High jump,1.91,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Priscilla Frederick,1.91
229,Long jump,6.22,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Amy Harris-Willock,6.22
230,Triple jump,11.35,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Janicia Charles,11.35
231,Shot put,17.32,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Jess St. John,17.32
232,Discus throw,43.84,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Jess St. John,43.84
233,Hammer throw,59.28,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Althea Renee Charles,59.28
234,Javelin throw,41.11,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Amanda Edwards,41.11
235,4 × 100 m relay,46.22,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Antigua and BarbudaChandora CodringtonHeather SamuelAnika Jno BaptisteSonia Williams,46.22
236,4 × 400 m relay,03:39.3,Antigua and Barbuda,Americas,https://en.wikipedia.org/wiki/List_of_Antiguan_and_Barbudan_records_in_athletics,AG,17.060816,-61.796428,Female,AG,ATG,28.0,Antigua and BarbudaJoycelyn JosephRuperta CharlesMonica StevensLaverne Bryan,219.3
237,100 m,10.23,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Carlos Gats,10.23
238,200 m,20.37,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Carlos Gats,20.37
239,400 m,46.02,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Elián Larregina,46.02
240,800 m,01:46.0,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Luis Migueles,106.0
241,1500 m,03:38.3,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Federico Bruno,218.3
242,3000 m,07:49.5,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Javier Carriqueo,469.5
243,5000 m,13:19.6,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Antonio Silio,799.6
244,10000 m,27:38.7,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Antonio Silio,1658.7
245,Half marathon,1:00:45,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Antonio Silio,3645.0
246,Marathon,2:09:57,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Antonio Silio,7797.0
247,110 m hurdles,13.74,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Agustín Carrera,13.74
248,400 m hurdles,49.28,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Guillermo Ruggeri,49.28
249,3000 m steeplechase,08:25.6,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Marcelo Cascabelo,505.6
250,High jump,2.25,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Fernando Pastoriza,2.25
251,Pole vault,5.75,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Germán Chiaraviglio,5.75
252,Long jump,7.77,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Eric Kerwitz,7.77
253,Triple jump,16.51,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Maximiliano Díaz,16.51
254,Shot put,21.26,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Germán Lauro,21.26
255,Discus throw,66.32,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Jorge Balliengo,66.32
256,Hammer throw,76.42,Argentina,Americas,https://en.wikipedia.org/wiki/List_of_Argentine_records_in_athletics,AR,-38.416097,-63.616672,Male,AR,ARG,32.0,Juan Ignacio Cerra,76.42
