,Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
6301,10000 m,31:36.0,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Daria Nauer,1896.0
6302,Half marathon,1:08:38,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Fabienne Schlumpf,4118.0
6303,Marathon,2:26:14,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Fabienne Schlumpf,8774.0
6304,100 m hurdles,12.62,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Lisa Urech,12.62
6305,400 m hurdles,54.06,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Léa Sprunger,54.06
6306,3000 m steeplechase,09:20.3,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Chiara Scherrer,560.3
6307,High jump,1.97,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Salome Lang,1.97
6308,Pole vault,4.78,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Nicole Büchler,4.78
6309,Long jump,6.84,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Irène Pusterla,6.84
6310,Triple jump,13.49,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Affessi Fatim,13.49
6311,Shot put,18.02,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Ursula Stäheli,18.02
6312,Discus throw,60.6,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Rita Pfister,60.6
6313,Hammer throw,67.42,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Nicole Zihlmann,67.42
6314,Javelin throw,58.31,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,Géraldine Ruckstuhl,58.31
6315,4 × 100 m relay,42.05,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,SwitzerlandRiccarda DietscheAjla Del PonteMujinga KambundjiSalomé Kora,42.05
6316,4 × 400 m relay,03:25.9,Switzerland,Europe,https://en.wikipedia.org/wiki/List_of_Swiss_records_in_athletics,CH,46.818188,8.227512,Female,CH,CHE,756.0,SwitzerlandLéa SprungerSilke LemmensRachel PellaudYasmin Giger,205.9
6317,100 m,10.67,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Nabil Nahri,10.67
6318,200 m,21.45,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Nabil Nahri,21.45
6319,400 m,47.18,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Zahreddin Najem,47.18
6320,800 m,01:47.5,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Mahmoud Kheirat,107.5
6321,1500 m,03:48.1,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Mahmoud Kheirat,228.1
6322,3000 m,08:21.4,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Fayad Bakour,501.4
6323,5000 m,14:23.0,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Salah Moustapha Habib,863.0
6324,10000 m,30:14.5,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Farouk Khadour,1814.5
6325,Half marathon,1:11:38,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Emad Muhbeddin,4298.0
6326,Marathon,2:26:27,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Ahmed Saker,8787.0
6327,110 m hurdles,14.05,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Kheir El-Din Obeid,14.05
6328,400 m hurdles,48.87,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Zeid Abou Hamed,48.87
6329,3000 m steeplechase,08:34.7,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Salah Moustapha Habib,514.7
6330,High jump,2.36,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Majd Eddin Ghazal,2.36
6331,Pole vault,5,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Mohamed Malla Khalaf,5.0
6332,Long jump,7.78,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Mohammad Amin Alsalami,7.78
6333,Triple jump,16.67,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Mohamed Hazouri,16.67
6334,Shot put,16.25,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Malek Zarzour,16.25
6335,Discus throw,54.15,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Hamid Mansoor,54.15
6336,Hammer throw,54.99,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Saleh Satif,54.99
6337,Javelin throw,80.5,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,Firass Al-Mohamed,80.5
6338,4 × 100 m relay,41.58,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,SyriaB. Al-TeraisA. RahalA. FarzatB. Saoudi,41.58
6339,4 × 400 m relay,03:11.1,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Male,SY,SYR,760.0,SyriaMohamed Amin Al-OzonHani MourhejZahr-Edin Al-NajemRedouane Ifane,191.1
6340,100 m,11.93,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Mounira Al-Saleh,11.93
6341,200 m,23.78,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghada Shouaa,23.78
6342,400 m,53.55,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghofrane Mohammad,53.55
6343,800 m,02:10.3,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Hala el Moughrabi,130.3
6344,1500 m,04:26.7,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Imane Mounir Al-Jallad,266.7
6345,3000 m,09:55.9,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Imane Mounir Al-Jallad,595.9
6346,5000 m,17:03.6,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Zainab Bakkour,1023.6
6347,10000 m,36:11.9,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Zainab Bakkour,2171.9
6348,Marathon,4:33:24,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Lama Arjeh,16404.0
6349,100 m hurdles,13.72,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghada Shouaa,13.72
6350,400 m hurdles,56.89,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghofrane Mohammad,56.89
6351,3000 m steeplechase,11:17.8,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Raya Fatima,677.8
6352,High jump,1.87,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghada Shouaa,1.87
6353,Pole vault,3.1,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Rihane Shiha,3.1
6354,Long jump,6.77,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghada Shouaa,6.77
6355,Triple jump,13.01,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Fadoua Al-Boza,13.01
6356,Shot put,16.25,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghada Shouaa,16.25
6357,Discus throw,48.27,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Hiba Omar,48.27
6358,Hammer throw,43.53,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Lisa Al-Saleh,43.53
6359,Javelin throw,54.82,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,Ghada Shouaa,54.82
6360,4 × 100 m relay,47.5,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,SyriaSoumaya YouhanounS. AwadA. MoughrabiHiyam Saleh,47.5
6361,4 × 400 m relay,03:49.5,Syria,Asia,https://en.wikipedia.org/wiki/List_of_Syrian_records_in_athletics,SY,34.802075,38.996815,Female,SY,SYR,760.0,SyriaGhofrane MohammadFadwa Al-BozaHala MashadaniMunira Saleh,229.5
6362,100 m,10.52,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Aram Enokyan,10.52
6363,200 m,21.34,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Aleksandr Pronzhenko,21.34
6364,400 m,47.6,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Davron Atabaev,47.6
6365,800 m,01:48.5,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Rivkat Agletdinov,108.5
6366,1500 m,03:44.5,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Yevgeniy Stakanov,224.5
6367,3000 m,07:57.0,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Yevgeniy Stakanov,477.0
6368,5000 m,14:07.4,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Sergey Davidov,847.4
6369,10000 m,29:29.0,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Anatoliy Belogurov,1769.0
6370,Half marathon,1:08:50,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Sokhibdjan Charipov,4130.0
6371,Marathon,2:18:18,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Sergey Davidov,8298.0
6372,110 m hurdles,14.11,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Aleksandr Zyabko,14.11
6373,400 m hurdles,48.98,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Nikolay Ilchenko,48.98
6374,3000 m steeplechase,08:46.4,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Anatoliy Belogurov,526.4
6375,High jump,2.31,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Oleg Palashevskiy,2.31
6376,Pole vault,4.7,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Yuriy Sakulin,4.7
6377,Long jump,8.18,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Vasiliy Sokov,8.18
6378,Triple jump,17.52,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Vasiliy Sokov,17.52
6379,Shot put,18.5,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Dzhumanazar Abbasov,18.5
6380,Discus throw,57.86,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Khary Mamedov,57.86
6381,Hammer throw,83.46,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Andrey Abduvaliyev,83.46
6382,Javelin throw,54.94,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Male,TJ,TJK,762.0,Buzurgmehr Kholikov,54.94
6383,100 m,11.77,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Vladislava Ovcharenko,11.77
6384,200 m,23.35,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Gulsumbi Sharifova,23.35
6385,400 m,52.7,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Gulsumbi Sharifova,52.7
6386,800 m,02:01.8,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Alla Libutina,121.8
6387,1500 m,04:06.4,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Alla Libutina,246.4
6388,3000 m,08:35.7,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Alla Libutina,515.7
6389,5000 m,17:47.5,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Mehrangez Nazarova,1067.5
6390,10000 m,37:01.2,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Badima Mirzoyeva,2221.2
6391,Half marathon,1:19:08,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Gulsara Dadabayeva,4748.0
6392,Marathon,2:39:01,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Gulsara Dadabayeva,9541.0
6393,100 m hurdles,13.92,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Nadezhda Korshunova,13.92
6394,400 m hurdles,58.47,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Kristina Pronzhenko,58.47
6395,3000 m steeplechase,11:26.7,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Mekhrangez Nazarova,686.7
6396,High jump,1.91,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Yelena Gorobets,1.91
6397,Long jump,6.19,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Zhanna Matsola,6.19
6398,Triple jump,12.58,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Marina Rudneva,12.58
6399,Shot put,18.52,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Svetlana Tatichek,18.52
6400,Discus throw,65.38,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Valentina Stepushina,65.38
6401,Hammer throw,63.43,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Galina Mityaeva,63.43
6402,Javelin throw,37.25,Tajikistan,Asia,https://en.wikipedia.org/wiki/List_of_Tajikistani_records_in_athletics,TJ,38.861034,71.276093,Female,TJ,TJK,762.0,Mavluda Aslamova,37.25
6403,100 m,10.57,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Norman Chihota,10.57
6404,200 m,21.27,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Ali Khamis Gulam,21.27
6405,400 m,45.74,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Claver Kamanya,45.74
6406,800 m,01:45.3,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Samwel Mwera,105.3
6407,1500 m,03:32.2,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Filbert Bayi,212.2
6408,3000 m,07:39.3,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Filbert Bayi,459.3
6409,5000 m,13:03.6,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,John Yuda Msuri,783.6
6410,10000 m,27:06.2,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,John Yuda Msuri,1626.2
6411,Half marathon,0:59:42,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Gabriel Geay,3582.0
6412,Marathon,2:07:46,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Augustino Paulo Sulle,7666.0
6413,110 m hurdles,15.02,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Salum Hassan,15.02
6414,400 m hurdles,51.2,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Morris Okinda,51.2
6415,3000 m steeplechase,08:12.5,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Filbert Bayi,492.5
6416,High jump,2,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Masud Tawakali,2.0
6417,Pole vault,4.06,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Wong Sang,4.06
6418,Long jump,7.41,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Raphael Mlewa,7.41
6419,Triple jump,15.8,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,John Kanondo,15.8
6420,Shot put,15.47,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Mohamed Ibrahim,15.47
6421,Discus throw,47.5,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Ally Sefu,47.5
6422,Hammer throw,44.77,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Joseph Muhaya,44.77
6423,Javelin throw,76.48,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,Zakayo Malekwa,76.48
6424,4 × 100 m relay,40.92,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,TanzaniaJ. KwimbaClaver KamanyaNestor RweyemamuNorman Chihota,40.92
6425,4 × 400 m relay,03:10.1,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Male,TZ,TZA,834.0,TanzaniaHamad NdeeOmari AbdallahObed MwangaClaver Kamanya,190.1
6426,100 m,11.63,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Nzaeli Kyomo,11.63
6427,200 m,23.92,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Nzaeli Kyomo,23.92
6428,400 m,54.99,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Leticia Athanas,54.99
6429,800 m,01:59.6,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Lwiza John,119.6
6430,1500 m,04:09.7,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Anna Ndege,249.7
6431,3000 m,08:39.9,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Zakia Mrisho Mohamed,519.9
6432,5000 m,14:43.9,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Zakia Mrisho Mohamed,883.9
6433,10000 m,31:32.0,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Restituta Joseph,1892.0
6434,Half marathon,1:06:37,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Magdalena Shauri,3997.0
6435,Marathon,2:24:59,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Banuela Mrashani,8699.0
6436,100 m hurdles,16.52,Tanzania,Africa,https://en.wikipedia.org/wiki/List_of_Tanzanian_records_in_athletics,TZ,-6.369028,34.888822,Female,TZ,TZA,834.0,Zulpha Muhammed,16.52
